unix,low,high,open,close,volume,date,vol_fiat
1623801600,0.2933,0.304,0.3037,0.2999,2045472.0,2021-06-16,613437.0528
1623715200,0.3002,0.3275,0.3143,0.3037,19491309.7,2021-06-15,5919510.755890001
1623628800,0.2966,0.334,0.3082,0.3145,20648716.6,2021-06-14,6494021.370700001
1623542400,0.2752,0.3137,0.2781,0.3088,26772475.0,2021-06-13,8267340.28
1623456000,0.2655,0.2964,0.2934,0.2778,30681547.0,2021-06-12,8523333.7566
1623369600,0.2844,0.331,0.3108,0.2934,25155880.1,2021-06-11,7380735.221340001
1623283200,0.3035,0.3404,0.3336,0.3104,24398671.5,2021-06-10,7573347.6336
1623196800,0.3014,0.3493,0.327,0.3336,32704810.4,2021-06-09,10910324.74944
1623110400,0.2918,0.3413,0.3322,0.3261,39524669.5,2021-06-08,12888994.72395
1623024000,0.3278,0.39,0.3829,0.3322,25026616.6,2021-06-07,8313842.03452
1622937600,0.3638,0.415,0.367,0.3829,35003631.6,2021-06-06,13402890.539640002
1622851200,0.3485,0.3978,0.3762,0.367,17547115.4,2021-06-05,6439791.351799999
1622764800,0.3626,0.423,0.4227,0.3762,32973837.9,2021-06-04,12404757.817979999
1622678400,0.4092,0.4392,0.4208,0.4224,25639338.0,2021-06-03,10830056.3712
1622592000,0.4084,0.4631,0.4185,0.4213,29213917.8,2021-06-02,12307823.56914
1622505600,0.4078,0.4625,0.4544,0.4191,41863297.3,2021-06-01,17544907.898429997
1622419200,0.4005,0.5101,0.4289,0.4543,85554190.4,2021-05-31,38867268.69872
1622332800,0.3518,0.44,0.3927,0.4292,60606625.1,2021-05-30,26012363.492920004
1622246400,0.3646,0.458,0.4342,0.3932,56131222.7,2021-05-29,22070796.76564
1622160000,0.4045,0.5345,0.5025,0.4352,83536276.6,2021-05-28,36354987.57631999
1622073600,0.495,0.6767,0.5536,0.5025,147231251.3,2021-05-27,73983703.77825
1621987200,0.3325,0.6423,0.3406,0.5553,179273038.5,2021-05-26,99550318.27905001
1621900800,0.276,0.3603,0.3147,0.3405,56754050.6,2021-05-25,19324754.229300003
1621814400,0.2673,0.3439,0.2683,0.3148,38639531.0,2021-05-24,12163724.358800001
1621728000,0.2016,0.3197,0.3066,0.2671,38059818.6,2021-05-23,10165777.54806
1621641600,0.2978,0.355,0.3439,0.3063,26478275.9,2021-05-22,8110295.90817
1621555200,0.3042,0.43,0.3796,0.3444,51506522.8,2021-05-21,17738846.45232
1621468800,0.3001,0.45,0.353,0.3796,47858465.6,2021-05-20,18167073.54176
1621382400,0.25,0.6148,0.5682,0.353,75084824.6,2021-05-19,26504943.083799995
1621296000,0.4872,0.5845,0.5064,0.5682,53656811.4,2021-05-18,30487800.23748
1621209600,0.4775,0.54,0.5357,0.5063,44303210.9,2021-05-17,22430715.678669997
1621123200,0.4925,0.6322,0.4962,0.5357,91298744.1,2021-05-16,48908737.21436999
1621036800,0.4895,0.5561,0.5381,0.4959,33258889.4,2021-05-15,16493083.25346
1620950400,0.48,0.5915,0.4892,0.5388,45449049.6,2021-05-14,24487947.92448
1620864000,0.451,0.5184,0.4715,0.4889,34861578.2,2021-05-13,17043825.58198
1620777600,0.4627,0.6152,0.5703,0.4717,42994890.4,2021-05-12,20280689.80168
1620691200,0.5165,0.571,0.5358,0.5703,22590931.8,2021-05-11,12883608.40554
1620604800,0.49,0.6308,0.6019,0.5364,28238094.4,2021-05-10,15146913.836159999
1620518400,0.581,0.6493,0.6153,0.6018,27032833.3,2021-05-09,16268359.07994
