unix,low,high,open,close,volume,date,vol_fiat
1623801600,0.3244,0.333683,0.333683,0.328775,9588896,2021-06-16,3152589.2824
1623715200,0.329801,0.351884,0.343308,0.333571,103652205,2021-06-15,34575369.674055
1623628800,0.32693,0.35,0.345005,0.343333,102717451,2021-06-14,35266290.604183
1623542400,0.310829,0.348657,0.327874,0.344918,89652973,2021-06-13,30922924.141214002
1623456000,0.3,0.3437,0.318123,0.328024,111205912,2021-06-12,36478208.077888
1623369600,0.314012,0.343033,0.338767,0.318158,92041708,2021-06-11,29283805.733864
1623283200,0.33128,0.367661,0.365584,0.338657,82624624,2021-06-10,27981407.289968
1623196800,0.3245,0.365696,0.349441,0.365295,119537012,2021-06-09,43666272.798539996
1623110400,0.310101,0.356819,0.34651,0.349576,173497149,2021-06-08,60650439.358824
1623024000,0.343143,0.392306,0.380354,0.346214,118132005,2021-06-07,40898953.97907
1622937600,0.371662,0.388665,0.374949,0.380354,67523775,2021-06-06,25682937.916350003
1622851200,0.363572,0.406073,0.384825,0.375081,118475868,2021-06-05,44438047.045308
1622764800,0.369777,0.425109,0.425109,0.384782,151983436,2021-06-04,58480490.470952004
1622678400,0.412654,0.43375,0.418698,0.425109,107762053,2021-06-03,45810618.588777
1622592000,0.404722,0.435,0.418467,0.418808,128012872,2021-06-02,53612814.896576
1622505600,0.383838,0.4489,0.402553,0.4183,258630998,2021-06-01,108185346.4634
1622419200,0.3655,0.41,0.374706,0.402523,214060119,2021-05-31,86164121.280237
1622332800,0.345872,0.399111,0.367469,0.374811,224306162,2021-05-30,84072416.885382
1622246400,0.343219,0.40968,0.399292,0.367176,270872437,2021-05-29,99457857.927912
1622160000,0.364131,0.426391,0.420691,0.399077,292373600,2021-05-28,116679579.1672
1622073600,0.410873,0.447255,0.443486,0.420715,215133353,2021-05-27,90509828.60739501
1621987200,0.42098,0.47031,0.429401,0.443506,287624091,2021-05-26,127563010.103046
1621900800,0.406942,0.461491,0.44,0.429421,339941109,2021-05-25,145977850.967889
1621814400,0.362,0.450448,0.363806,0.439715,495190159,2021-05-24,217742540.764685
1621728000,0.274275,0.401527,0.389402,0.363589,406818825,2021-05-23,147914849.762925
1621641600,0.370194,0.422699,0.419445,0.389435,264289291,2021-05-22,102923500.040585
1621555200,0.3777,0.513205,0.496145,0.419433,449465858,2021-05-21,188520813.218514
1621468800,0.421,0.53491,0.456617,0.496012,450360327,2021-05-20,223384126.515924
1621382400,0.3,0.655941,0.64578,0.456481,674517374,2021-05-19,307904365.40089405
1621296000,0.632709,0.7,0.643354,0.64574,235737851,2021-05-18,152225359.90474
1621209600,0.623,0.713873,0.71162,0.643996,363480277,2021-05-17,234079844.466892
1621123200,0.659,0.7978,0.682138,0.711585,452902178,2021-05-16,322278396.33213
1621036800,0.65,0.743792,0.669458,0.681827,384338189,2021-05-15,262052154.39130297
1620950400,0.635,0.708397,0.653333,0.668866,275285081,2021-05-14,184128830.98814598
1620864000,0.55,0.661111,0.59461,0.653333,495191489,2021-05-13,323524941.08283705
