unix,low,high,open,close,volume,date,vol_fiat
1623801600,23.76001,24.49203,24.48547,24.14698,392712.43,2021-06-16,9482819.1929614
1623715200,24.38589,26.46925,24.99112,24.47677,3077596.03,2021-06-15,75329610.17922309
1623628800,22.76136,25.28973,23.33326,24.98633,3153769.98,2021-06-14,78801137.4643734
1623542400,20.42001,23.89999,21.67627,23.33325,2950486.49,2021-06-13,68844438.89279251
1623456000,20.02,22.30856,21.47441,21.67363,3398448.34,2021-06-12,73656711.89527419
1623369600,21.0,23.4083,23.16948,21.48128,3068742.95,2021-06-11,65920526.55697601
1623283200,22.74805,25.78,25.59706,23.14,2585799.89,2021-06-10,59835409.45460001
1623196800,22.45734,25.62856,24.10296,25.58621,3878424.61,2021-06-09,99234186.5406281
1623110400,21.39001,25.10663,24.58149,24.08701,5943170.85,2021-06-08,143153215.69565848
1623024000,24.24001,28.69733,27.53295,24.57476,3215717.76,2021-06-07,79025492.1797376
1622937600,26.8421,28.19921,27.1503,27.52653,1304651.7,2021-06-06,35912534.159601
1622851200,26.06203,30.17374,28.84429,27.15546,2818907.28,2021-06-05,76548723.8857488
1622764800,27.21427,32.25001,32.19377,28.84429,3637167.84,2021-06-04,104911523.9556336
1622678400,30.02046,32.85,30.64984,32.19107,2150880.03,2021-06-03,69239129.6073321
1622592000,29.61,32.187,30.72533,30.65753,2106302.29,2021-06-02,64574025.6447437
1622505600,29.01,32.65838,32.12418,30.72087,3903977.12,2021-06-01,119933573.58649442
1622419200,25.60197,32.15903,26.8239,32.12418,5333272.45,2021-05-31,171327004.172841
1622332800,23.72839,29.2,25.38332,26.83846,4771609.11,2021-05-30,128062640.23437062
1622246400,24.13501,29.70941,27.85559,25.38331,5886001.91,2021-05-29,149406211.14212212
1622160000,26.80737,32.19462,31.76035,27.87118,8202346.95,2021-05-28,228609088.265901
1622073600,30.0771,35.3643,34.04773,31.7348,6770839.72,2021-05-27,214871244.346256
1621987200,26.87105,34.33358,27.543,34.04773,8060155.34,2021-05-26,274429992.7743782
1621900800,23.70001,27.666,26.44608,27.54916,7223279.55,2021-05-25,198995284.047678
1621814400,19.73008,26.4619,19.8873,26.44489,10572083.5,2021-05-24,279577585.228315
1621728000,15.0,24.38212,23.33581,19.87843,14472384.0,2021-05-23,287688272.27712
1621641600,22.26,26.25709,25.6,23.31876,6743023.21,2021-05-22,157238939.9084196
1621555200,22.08328,32.0,30.6647,25.60639,9452219.14,2021-05-21,242037209.6643046
1621468800,23.0,33.18076,26.30733,30.65921,9208969.67,2021-05-20,282339734.9961607
1621382400,21.0,43.488,42.57775,26.31119,11241417.98,2021-05-19,295775084.34119624
1621296000,36.67279,44.75536,37.22558,42.57775,4622913.58,2021-05-18,196833258.68084502
1621209600,35.08,40.72133,40.72129,37.21983,4780277.86,2021-05-17,177921129.3019638
1621123200,37.71,44.7,41.50435,40.70647,3520263.04,2021-05-16,143297481.82986882
1621036800,41.04465,48.0,46.61061,41.51479,3174346.81,2021-05-15,131782341.2043199
1620950400,42.87712,47.93161,43.2982,46.61093,2853949.25,2021-05-14,133025228.71530251
1620864000,39.40141,45.0,41.54511,43.29698,4706943.51,2021-05-13,203796439.01359978
1620777600,40.87079,49.90105,48.8776,41.50178,4540205.93,2021-05-12,188426627.66155538
1620691200,44.6,48.91706,46.39399,48.86401,3115421.4,2021-05-11,152231982.443814
1620604800,40.53499,52.99,52.3203,46.37129,5149894.35,2021-05-10,238807244.3732115
1620518400,46.01762,52.44694,48.71697,52.33984,3143568.89,2021-05-09,164533892.7315776
1620432000,46.6,50.31099,49.19573,48.7115,2473673.14,2021-05-08,120496329.15911001
1620345600,45.8,51.99,47.18673,49.16947,4772999.9,2021-05-07,234685875.393053
1620259200,45.34957,49.91524,49.65519,47.18943,4359110.57,2021-05-06,205703943.10527512
1620172800,44.88777,51.2,45.56285,49.62213,6427644.29,2021-05-05,318953400.5521377
1620086400,38.54578,48.57,42.1,45.56438,7746791.54,2021-05-04,352977753.5093452
1620000000,39.2619,42.86999,39.50581,42.1,2929829.08,2021-05-03,123345804.268
1619913600,38.715,41.45,41.28199,39.50338,1725414.72,2021-05-02,68159713.3417536
1619827200,37.50094,41.28921,38.16588,41.28199,2343790.02,2021-05-01,96756316.16773981
1619740800,35.85,38.79291,36.46215,38.15982,2103438.64,2021-04-30,80266839.88344482
1619654400,35.03682,37.5,36.28237,36.4578,1989017.13,2021-04-29,72515188.722114
1619568000,34.98689,37.93796,36.8388,36.26785,2076285.62,2021-04-28,75302415.42331702
1619481600,34.51471,37.76114,35.1531,36.84205,2093813.95,2021-04-27,77140398.2365975
1619395200,31.41127,35.33,31.71306,35.15311,2135248.86,2021-04-26,75060638.05295458
1619308800,29.85,33.45551,31.3,31.72301,2132829.65,2021-04-25,67659776.3152465
1619222400,31.1,35.35916,35.25,31.28093,1880298.63,2021-04-24,58817489.8241259
1619136000,30.11,35.9489,35.13292,35.25,4883670.03,2021-04-23,172149368.5575
1619049600,33.59917,40.8338,36.27144,35.15,4594254.95,2021-04-22,161488061.4925
1618963200,35.96,39.49748,39.05,36.25885,2323572.08,2021-04-21,84250051.51290801
1618876800,33.3,39.46746,35.80988,39.02144,3920654.14,2021-04-20,152989570.2847616
