unix,low,high,open,close,volume,date,vol_fiat
1623801600,303.783,311.451,311.436,306.107,4421.863,2021-06-16,1353563.2173410002
1623715200,307.472,327.336,318.128,311.7,36024.685,2021-06-15,11228894.314499998
1623628800,308.826,336.073,316.52,318.158,55083.033,2021-06-14,17525107.613214
1623542400,266.823,318.347,278.684,316.546,53309.912,2021-06-13,16875039.403952
1623456000,265.489,289.523,285.206,278.636,53392.024,2021-06-12,14876939.999264
1623369600,280.645,315.123,310.571,285.691,42012.866,2021-06-11,12002697.700406
1623283200,304.232,339.99,339.0,310.618,29291.026,2021-06-10,9098319.914068
1623196800,305.988,342.721,329.414,339.0,58908.65,2021-06-09,19970032.35
1623110400,296.59,339.285,334.074,329.625,90083.184,2021-06-08,29693669.525999997
1623024000,331.396,387.806,365.885,334.804,50602.263,2021-06-07,16941840.061451998
1622937600,354.786,368.983,356.171,365.647,23768.602,2021-06-06,8690918.015494
1622851200,347.115,391.762,373.19,356.249,46492.708,2021-06-05,16562980.732292
1622764800,346.683,398.765,398.765,373.24,68639.715,2021-06-04,25619087.2266
1622678400,376.436,409.0,383.393,398.296,51695.566,2021-06-03,20590137.155536
1622592000,361.378,401.88,373.339,383.617,74485.106,2021-06-02,28573752.908402
1622505600,360.076,393.858,382.241,373.362,125322.404,2021-06-01,46790623.402248
1622419200,304.431,385.952,324.137,382.0,156398.789,2021-05-31,59744337.397999994
1622332800,282.065,339.17,298.509,324.369,102322.168,2021-05-30,33190139.311992005
1622246400,280.525,335.866,319.946,298.395,166386.426,2021-05-29,49648877.58627
1622160000,303.879,376.727,372.595,319.841,214589.817,2021-05-28,68634621.659097
1622073600,365.107,415.271,414.874,372.46,134779.739,2021-05-27,50200061.58794
1621987200,358.172,419.698,371.126,414.68,195777.404,2021-05-26,81184973.89072001
1621900800,321.818,404.898,387.647,370.743,197416.864,2021-05-25,73190920.409952
1621814400,289.088,399.0,293.573,387.613,260414.682,2021-05-24,100940116.134066
1621728000,208.562,350.881,334.658,293.573,299015.852,2021-05-23,87782980.71919599
1621641600,310.0,382.967,375.646,334.658,172177.574,2021-05-22,57620602.559692
1621555200,309.603,495.971,468.243,375.265,297393.24,2021-05-21,111601274.2086
1621468800,359.283,511.357,413.28,467.831,271457.274,2021-05-20,126996127.952694
1621382400,344.21,649.462,629.044,413.28,376517.625,2021-05-19,155607204.06
1621296000,563.079,670.0,572.938,628.5,266088.106,2021-05-18,167236374.62100002
1621209600,470.213,594.284,527.825,572.172,250176.099,2021-05-17,143143758.917028
1621123200,478.401,562.72,517.551,528.4,135307.343,2021-05-16,71496400.0412
