unix,low,high,open,close,volume,date,vol_fiat
1623801600,39705.02,40221.57,40030.88,39950.0,23.39680063,2021-06-16,934702.1851685001
1623715200,39586.67,41292.36,40565.99,40014.02,12.19199019,2021-06-15,487850.53930246376
1623628800,38768.94,41033.79,39056.65,40565.99,39.51856312,2021-06-14,1603109.636340289
1623542400,34793.67,39355.56,35458.25,38997.57,8.52405837,2021-06-13,332417.5629681609
1623456000,34701.67,37485.72,37402.08,35587.67,11.05323648,2021-06-12,393358.9322822016
1623369600,35985.77,38000.0,36437.23,37402.09,17.61017226,2021-06-11,658657.2477840233
1623283200,35836.31,38417.58,37459.36,36494.61,21.40322209,2021-06-10,781102.2429179349
1623196800,32372.05,37550.18,33335.33,37421.42,24.66462357,2021-06-09,922985.2377548694
1623110400,31019.42,34044.18,33733.07,33386.04,26.67892698,2021-06-08,890703.7233113592
1623024000,33358.9,36834.08,35916.25,33530.69,14.21992348,2021-06-07,476803.84603160125
1622937600,35324.59,36470.98,35550.0,35906.16,15.43980109,2021-06-06,554383.9683057144
1622851200,34846.17,37955.39,36728.81,35583.04,22.65006021,2021-06-05,805957.9984548384
1622764800,35616.17,39177.12,39177.11,36720.62,31.49574252,2021-06-04,1156543.1926947625
1622678400,37200.0,39738.87,37689.55,39254.72,11.55894195,2021-06-03,453743.029743504
1622592000,35960.0,38256.2,36854.25,37571.53,63.56532513,2021-06-02,2388246.520081549
1622505600,35730.0,37951.2,37230.0,36844.16,8.39512158,2021-06-01,309311.2027129728
1622419200,34191.88,37537.89,35500.0,37341.65,13.86402171,2021-05-31,517705.4462872215
1622332800,33430.0,36489.6,34470.0,35539.98,8.82247572,2021-05-30,313550.61063928565
1622246400,33574.88,37225.44,35641.3,34480.0,25.10591957,2021-05-29,865652.1067736
1622160000,34657.55,38818.08,38308.69,35641.3,20.90906686,2021-05-28,745226.324677318
1622073600,37260.0,40365.97,39210.02,38325.28,24.77957123,2021-05-27,949684.0056696943
1621987200,37897.31,40914.72,38420.66,39301.51,29.16190227,2021-05-26,1146106.7936834276
1621900800,36430.0,39856.32,38682.32,38395.12,33.06705916,2021-05-25,1269613.7044952994
1621814400,34472.55,39947.04,34807.92,38682.31,65.90307674,2021-05-24,2549283.244410469
1621728000,31100.0,38327.25,37448.6,34691.39,50.20205332,2021-05-23,1741579.0105249146
1621641600,35231.77,38843.47,37587.49,37519.99,41.08325844,2021-05-22,1541443.4458362155
1621555200,33469.86,42254.54,40865.38,37375.0,117.73921739,2021-05-21,4400503.24995125
1621468800,34920.89,42580.54,36677.13,40794.9,49.86597729,2021-05-20,2034277.5569478208
1621382400,29900.0,43561.44,42790.0,36677.13,176.02588347,2021-05-19,6456124.211394041
1621296000,42333.33,45942.11,43595.84,42839.63,77.86576992,2021-05-18,3335740.7730379296
1621209600,42093.17,46651.51,46529.28,43570.08,68.06330347,2021-05-17,2965523.5772521775
1621123200,43858.18,49785.12,46906.84,46519.2,38.51812196,2021-05-16,1791832.219081632
1621036800,46558.12,50775.42,49896.54,46693.27,31.42360078,2021-05-15,1467270.6755927505
1620950400,48951.45,51609.6,49556.02,49925.2,33.15363984,2021-05-14,1655202.0997399678
1620864000,46050.27,51595.73,49462.56,49552.41,73.2215145,2021-05-13,3628302.507324945
1620777600,48588.0,58090.54,56827.28,49490.13,49.99736073,2021-05-12,2474375.8821845944
1620691200,54510.0,56999.58,55884.05,56817.55,16.16581165,2021-05-11,918501.8117144575
1620604800,53692.63,59620.92,58417.56,55822.3,54.9218804,2021-05-10,3065865.68425292
1620518400,56319.74,59385.78,59106.48,58412.65,13.59907599,2021-05-09,794358.0661272735
1620432000,57052.5,59591.24,57402.68,59065.2,25.19677161,2021-05-08,1488252.354498972
1620345600,55460.0,59072.56,56399.24,57323.39,20.88105791,2021-05-07,1196973.026187515
1620259200,55331.77,58396.53,57607.2,56474.04,26.16791257,2021-05-06,1477807.7411946827
1620172800,52953.39,57916.99,53230.0,57597.12,51.33871443,2021-05-05,2956962.095670442
1620086400,53130.0,57118.04,57083.85,53240.0,29.55477943,2021-05-04,1573496.4568532
1620000000,56525.06,58999.99,56798.72,57240.0,21.29249954,2021-05-03,1218782.6736696002
1619913600,56127.14,57907.77,57754.93,56616.27,16.06653984,2021-05-02,909627.5575471967
1619827200,57063.77,58495.31,57569.63,57804.5,15.8359753,2021-05-01,915390.63422885
1619740800,53045.11,57972.21,53538.79,57651.24,31.53887899,2021-04-30,1818255.4819834477
1619654400,52350.0,55241.95,54956.16,53518.96,28.55333083,2021-04-29,1528144.5705575368
