unix,low,high,open,close,volume,date,vol_fiat
1623801600,315.56,325.16,325.16,317.08,3522.642,2021-06-16,1116959.32536
1623715200,321.75,349.17,336.83,325.17,15432.183,2021-06-15,5018082.946110001
1623628800,317.1,343.82,324.45,336.69,17078.816,2021-06-14,5750266.55904
1623542400,284.74,332.08,296.27,324.14,18253.698,2021-06-13,5916753.66972
1623456000,279.0,306.21,294.84,296.27,18451.213,2021-06-12,5466540.87551
1623369600,292.84,331.22,327.99,294.91,15912.468,2021-06-11,4692745.937880001
1623283200,320.75,365.56,363.93,327.97,13122.532,2021-06-10,4303796.82004
1623196800,329.32,379.91,350.92,364.14,19346.582,2021-06-09,7044864.369479999
1623110400,308.0,352.69,343.09,350.41,30444.71,2021-06-08,10668130.8311
1623024000,341.01,413.81,388.41,343.3,28803.26,2021-06-07,9888159.158
1622937600,377.67,395.07,387.3,388.29,7894.318,2021-06-06,3065284.7362200003
1622851200,377.3,418.18,401.55,387.31,9734.254,2021-06-05,3770173.9167400002
1622764800,383.9,449.94,449.8,401.4,19343.319,2021-06-04,7764408.246599999
1622678400,425.66,453.34,434.47,449.8,14927.875,2021-06-03,6714558.175
1622592000,412.97,459.61,427.56,434.56,15888.868,2021-06-02,6904666.47808
1622505600,407.36,439.8,435.96,426.44,33481.176,2021-06-01,14277712.69344
1622419200,382.2,437.55,405.8,435.91,29163.617,2021-05-31,12712712.28647
1622332800,333.65,424.18,354.11,406.08,36579.736,2021-05-30,14854299.194879998
1622246400,333.99,405.61,377.47,354.27,32337.418,2021-05-29,11456177.07486
1622160000,356.24,426.89,423.97,377.02,35479.685,2021-05-28,13376550.838699998
1622073600,404.0,464.49,464.19,423.89,29746.562,2021-05-27,12609270.16618
1621987200,413.85,465.0,427.93,464.12,42171.664,2021-05-26,19572712.69568
1621900800,368.23,441.97,427.74,427.95,50875.432,2021-05-25,21772141.1244
1621814400,329.27,437.25,340.68,427.75,60330.425,2021-05-24,25806339.293750003
1621728000,268.0,401.88,384.58,340.62,71005.68,2021-05-23,24185954.721599996
1621641600,371.56,455.53,449.45,384.22,44922.324,2021-05-22,17260055.32728
1621555200,380.24,584.93,548.16,449.32,61125.181,2021-05-21,27464766.32692
1621468800,418.86,573.0,471.57,548.77,50051.314,2021-05-20,27466659.583779998
1621382400,355.0,673.88,665.91,471.51,118271.948,2021-05-19,55766406.20148
1621296000,648.99,726.96,695.44,665.99,47504.555,2021-05-18,31637558.58445
1621209600,611.38,711.07,684.33,694.75,43596.864,2021-05-17,30288921.264000002
1621123200,631.22,735.96,689.61,684.29,34018.83,2021-05-16,23278745.1807
1621036800,685.56,783.82,774.98,690.09,41462.5,2021-05-15,28612856.625
1620950400,747.53,822.76,767.36,774.98,42613.975,2021-05-14,33024978.3455
1620864000,694.0,810.98,736.98,767.12,58154.371,2021-05-13,44611381.08152
1620777600,720.0,915.6,855.03,737.09,77332.102,2021-05-12,57000719.06318
1620691200,771.78,870.0,781.08,855.02,68243.646,2021-05-11,58349682.20291999
1620604800,713.96,810.0,771.56,781.03,35214.937,2021-05-10,27503922.245109998
1620518400,734.38,786.39,784.4,771.55,24451.784,2021-05-09,18865773.9452
1620432000,702.37,800.0,715.3,784.0,46707.281,2021-05-08,36618508.304000005
