,Unnamed: 0,unix,low,high,open,close,volume,date,vol_fiat
0,,1623801600,9.4241,9.7427,9.7308,9.5922,75022.052,2021-06-16,719626.5271944
1,,1623715200,9.5344,10.45,10.0908,9.729,806210.932,2021-06-15,7843626.157427999
2,,1623628800,8.6732,10.1779,9.1301,10.0889,961856.692,2021-06-14,9704075.9799188
3,,1623542400,8.12,9.1824,8.4671,9.1301,595572.609,2021-06-13,5437637.477430901
4,,1623456000,7.9205,8.7587,8.6344,8.4591,978174.503,2021-06-12,8274475.938327299
5,,1623369600,8.55,10.062,9.9254,8.6361,1764645.317,2021-06-11,15239653.4221437
6,,1623283200,9.8491,10.97,10.9171,9.9241,582460.864,2021-06-10,5780399.860422399
7,,1623196800,9.8749,10.9686,10.4149,10.9087,561332.447,2021-06-09,6123407.2645889
8,,1623110400,9.4565,11.0253,10.8019,10.4143,887018.932,2021-06-08,9237681.2635276
9,,1623024000,10.75,12.3363,11.91,10.8264,321016.077,2021-06-07,3475448.4560328
10,,1622937600,11.5122,12.1935,11.6456,11.9041,173840.354,2021-06-06,2069412.9580514
11,,1622851200,11.3577,13.0756,12.2349,11.6475,324731.842,2021-06-05,3782314.129695
12,0.0,1622764800,12.3791,13.5721,13.5524,12.5711,85259.009,2021-06-04,1071799.5280399
13,1.0,1622678400,12.6088,14.0717,12.8057,13.5486,476198.034,2021-06-03,6451816.6834524
14,2.0,1622592000,12.1498,13.4452,12.7081,12.8162,393319.216,2021-06-02,5040857.7360992
15,3.0,1622505600,12.1092,13.4999,13.3216,12.7031,651845.525,2021-06-01,8280458.888627499
16,4.0,1622419200,11.1957,13.3586,11.762,13.3311,1152812.982,2021-05-31,15368265.1443402
17,5.0,1622332800,10.2891,12.5131,10.9219,11.7626,1358904.509,2021-05-30,15984250.177563405
18,6.0,1622246400,10.4065,12.5266,11.9441,10.9216,1854077.089,2021-05-29,20249488.3352224
19,7.0,1622160000,11.0825,13.5212,13.3654,11.9614,2178122.941,2021-05-28,26053399.7464774
20,8.0,1622073600,12.9169,14.5801,14.5692,13.3619,1432536.099,2021-05-27,19141404.1012281
21,9.0,1621987200,13.4156,15.1337,13.6465,14.5679,1493318.473,2021-05-26,21754514.1828167
22,10.0,1621900800,12.0159,14.6536,13.919,13.6465,1777834.653,2021-05-25,24261220.592164498
23,11.0,1621814400,11.5575,14.5409,11.8133,13.9113,2054613.114,2021-05-24,28582339.4127882
24,12.0,1621728000,9.3933,15.4933,14.9298,11.7763,2421496.116,2021-05-23,28516264.7108508
25,13.0,1621641600,13.5506,17.5057,16.4193,14.9106,2187073.692,2021-05-22,32610580.9919352
26,14.0,1621555200,13.45,19.7488,16.2494,16.4195,2944430.364,2021-05-21,48346074.361698
27,15.0,1621468800,12.86,18.3854,14.3995,16.2525,2063041.031,2021-05-20,33529574.3563275
28,16.0,1621382400,10.6576,24.0495,23.354,14.3995,3461020.278,2021-05-19,49836961.493061
29,17.0,1621296000,20.2214,25.88,20.4727,23.3557,3768162.094,2021-05-18,88008063.4188358
30,18.0,1621209600,16.6099,22.0,18.9003,20.4796,2814295.362,2021-05-17,57635643.29561521
31,19.0,1621123200,17.1306,20.622,19.2206,18.8668,1096463.704,2021-05-16,20686761.4106272
32,20.0,1621036800,19.0847,22.89,21.1523,19.2127,1833404.276,2021-05-15,35224646.333505206
33,21.0,1620950400,18.3,22.0682,18.4747,21.1511,2162982.276,2021-05-14,45749454.4179036
